AREA_TITLE;OCC_CODE;OCC_TITLE;H_MEAN;A_MEAN
North Carolina;29-1051;Pharmacists;64.71;134,600
North Carolina;29-1071;Physician Assistants;59.55;123,860
North Carolina;29-1081;Podiatrists;99.66;207,300
North Carolina;29-1122;Occupational Therapists;42.55;88,510
North Carolina;29-1123;Physical Therapists;45.74;95,150
North Carolina;29-1124;Radiation Therapists;50.05;104,100
North Carolina;29-1125;Recreational Therapists;25.00;52,000
North Carolina;29-1126;Respiratory Therapists;34.91;72,600
North Carolina;29-1127;Speech-Language Pathologists;40.70;84,650
North Carolina;29-1128;Exercise Physiologists;26.36;54,830
North Carolina;29-1129;Therapists, All Other;36.82;76,580
North Carolina;29-1131;Veterinarians;60.91;126,700
North Carolina;29-1141;Registered Nurses;39.68;82,530
North Carolina;29-1151;Nurse Anesthetists;107.00;222,560
North Carolina;29-1161;Nurse Midwives;57.05;118,660
North Carolina;29-1171;Nurse Practitioners;58.46;121,590
North Carolina;29-1181;Audiologists;40.34;83,920
North Carolina;29-1211;Anesthesiologists;193.32;402,110
North Carolina;29-1212;Cardiologists;216.64;450,610
North Carolina;29-1213;Dermatologists;167.94;349,310
North Carolina;29-1214;Emergency Medicine Physicians;74.11;154,150
North Carolina;29-1215;Family Medicine Physicians;108.25;225,170
North Carolina;29-1216;General Internal Medicine Physicians;125.85;261,770
North Carolina;29-1217;Neurologists;#;#
North Carolina;29-1218;Obstetricians and Gynecologists;142.95;297,330
North Carolina;29-1221;Pediatricians, General;103.70;215,700
North Carolina;29-1222;Physicians, Pathologists;146.41;304,530
North Carolina;29-1223;Psychiatrists;87.98;183,000
North Carolina;29-1224;Radiologists;164.16;341,450
North Carolina;29-1229;Physicians, All Other;104.81;218,010
North Carolina;29-1241;Ophthalmologists, Except Pediatric;91.43;190,170
North Carolina;29-1242;Orthopedic Surgeons, Except Pediatric;185.84;386,550
North Carolina;29-1249;Surgeons, All Other;205.03;426,470
North Carolina;29-1291;Acupuncturists;33.67;70,040
North Carolina;29-1292;Dental Hygienists;39.80;82,780
North Carolina;29-1299;Healthcare Diagnosing or Treating Practitioners, All Other;53.12;110,480
North Carolina;29-2010;Clinical Laboratory Technologists and Technicians;27.40;56,990
North Carolina;29-2031;Cardiovascular Technologists and Technicians;30.31;63,040
North Carolina;29-2032;Diagnostic Medical Sonographers;39.13;81,390
North Carolina;29-2033;Nuclear Medicine Technologists;38.70;80,500
North Carolina;29-2034;Radiologic Technologists and Technicians;32.45;67,500
North Carolina;29-2035;Magnetic Resonance Imaging Technologists;38.45;79,970
North Carolina;29-2036;Medical Dosimetrists;59.68;124,140
North Carolina;29-2042;Emergency Medical Technicians;19.50;40,560
North Carolina;29-2043;Paramedics;24.01;49,950
North Carolina;29-2051;Dietetic Technicians;13.46;27,990
North Carolina;29-2052;Pharmacy Technicians;19.56;40,680
North Carolina;29-2053;Psychiatric Technicians;19.49;40,530
North Carolina;29-2055;Surgical Technologists;26.28;54,660
North Carolina;29-2056;Veterinary Technologists and Technicians;21.43;44,580
North Carolina;29-2057;Ophthalmic Medical Technicians;20.74;43,140
North Carolina;29-2061;Licensed Practical and Licensed Vocational Nurses;27.77;57,760
North Carolina;29-2072;Medical Records Specialists;23.75;49,400
North Carolina;29-2081;Opticians, Dispensing;24.94;51,870
North Carolina;29-2091;Orthotists and Prosthetists;36.05;74,980
North Carolina;29-2092;Hearing Aid Specialists;28.12;58,490
North Carolina;29-2099;Health Technologists and Technicians, All Other;22.75;47,330
North Carolina;29-9021;Health Information Technologists and Medical Registrars;23.90;49,720
North Carolina;29-9091;Athletic Trainers;*;52,700
North Carolina;29-9092;Genetic Counselors;41.81;86,950
North Carolina;29-9093;Surgical Assistants;26.68;55,490
North Carolina;29-9099;Healthcare Practitioners and Technical Workers, All Other;36.59;76,110
North Carolina;31-0000;Healthcare Support Occupations;17.54;36,480
North Carolina;31-1120;Home Health and Personal Care Aides;14.03;29,180
North Carolina;31-1131;Nursing Assistants;16.99;35,340
North Carolina;31-1132;Orderlies;17.12;35,600
North Carolina;31-2011;Occupational Therapy Assistants;33.41;69,500
North Carolina;31-2012;Occupational Therapy Aides;29.82;62,030
North Carolina;31-2021;Physical Therapist Assistants;31.62;65,770
North Carolina;31-2022;Physical Therapist Aides;19.19;39,920
North Carolina;31-9011;Massage Therapists;32.01;66,580
North Carolina;31-9091;Dental Assistants;23.00;47,840
North Carolina;31-9092;Medical Assistants;19.65;40,880
North Carolina;31-9093;Medical Equipment Preparers;20.19;42,000
North Carolina;31-9094;Medical Transcriptionists;15.56;32,360
North Carolina;31-9095;Pharmacy Aides;16.98;35,320
North Carolina;31-9096;Veterinary Assistants and Laboratory Animal Caretakers;17.07;35,500
North Carolina;31-9097;Phlebotomists;19.55;40,670
North Carolina;31-9099;Healthcare Support Workers, All Other;21.96;45,680
North Carolina;33-0000;Protective Service Occupations;22.83;47,480
North Carolina;33-1011;First-Line Supervisors of Correctional Officers;30.83;64,120
North Carolina;33-1012;First-Line Supervisors of Police and Detectives;39.33;81,800
North Carolina;33-1021;First-Line Supervisors of Firefighting and Prevention Workers;32.68;67,970
North Carolina;33-1091;First-Line Supervisors of Security Workers;28.32;58,910
North Carolina;33-1099;First-Line Supervisors of Protective Service Workers, All Other;28.81;59,930
North Carolina;33-2011;Firefighters;19.20;39,940
North Carolina;33-2021;Fire Inspectors and Investigators;31.11;64,700
North Carolina;33-3011;Bailiffs;20.82;43,300
North Carolina;33-3012;Correctional Officers and Jailers;22.51;46,830
North Carolina;33-3021;Detectives and Criminal Investigators;34.55;71,870
North Carolina;33-3031;Fish and Game Wardens;27.45;57,090
North Carolina;33-3041;Parking Enforcement Workers;18.71;38,920
North Carolina;33-3051;Police and Sheriff's Patrol Officers;27.05;56,250
North Carolina;33-9011;Animal Control Workers;19.69;40,950
North Carolina;33-9021;Private Detectives and Investigators;32.13;66,820
North Carolina;33-9032;Security Guards;17.50;36,410
North Carolina;33-9091;Crossing Guards and Flaggers;15.45;32,130
North Carolina;33-9092;Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers;13.33;27,720
North Carolina;33-9094;School Bus Monitors;14.99;31,170
North Carolina;33-9099;Protective Service Workers, All Other;25.60;53,250
North Carolina;35-0000;Food Preparation and Serving Related Occupations;14.57;30,300
North Carolina;35-1011;Chefs and Head Cooks;29.47;61,300
North Carolina;35-1012;First-Line Supervisors of Food Preparation and Serving Workers;20.37;42,370
North Carolina;35-2011;Cooks, Fast Food;12.06;25,080
North Carolina;35-2012;Cooks, Institution and Cafeteria;15.90;33,070
North Carolina;35-2014;Cooks, Restaurant;16.13;33,550
North Carolina;35-2015;Cooks, Short Order;12.38;25,750
North Carolina;35-2019;Cooks, All Other;14.47;30,090
North Carolina;35-2021;Food Preparation Workers;13.35;27,770
North Carolina;35-3011;Bartenders;18.73;38,960
North Carolina;35-3023;Fast Food and Counter Workers;13.32;27,710
North Carolina;35-3031;Waiters and Waitresses;14.42;29,990
North Carolina;35-3041;Food Servers, Nonrestaurant;14.57;30,310
North Carolina;35-9011;Dining Room and Cafeteria Attendants and Bartender Helpers;13.06;27,160
North Carolina;35-9021;Dishwashers;13.37;27,810
North Carolina;35-9031;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;12.12;25,210
North Carolina;35-9099;Food Preparation and Serving Related Workers, All Other;13.89;28,880
North Carolina;37-0000;Building and Grounds Cleaning and Maintenance Occupations;16.35;34,010
North Carolina;37-1011;First-Line Supervisors of Housekeeping and Janitorial Workers;21.38;44,470
North Carolina;37-1012;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;25.77;53,590
North Carolina;37-2011;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;15.05;31,310
North Carolina;37-2012;Maids and Housekeeping Cleaners;14.65;30,470
North Carolina;37-2021;Pest Control Workers;18.69;38,880
North Carolina;37-3011;Landscaping and Groundskeeping Workers;17.38;36,150
North Carolina;37-3012;Pesticide Handlers, Sprayers, and Applicators, Vegetation;21.21;44,120
North Carolina;37-3013;Tree Trimmers and Pruners;19.59;40,750
North Carolina;37-3019;Grounds Maintenance Workers, All Other;29.34;61,020
North Carolina;39-0000;Personal Care and Service Occupations;17.01;35,370
North Carolina;39-1014;First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services;23.55;48,990
North Carolina;39-1022;First-Line Supervisors of Personal Service Workers;22.39;46,570
North Carolina;39-2011;Animal Trainers;19.82;41,230
North Carolina;39-2021;Animal Caretakers;14.65;30,480
North Carolina;39-3011;Gambling Dealers;16.02;33,320
North Carolina;39-3012;Gambling and Sports Book Writers and Runners;13.80;28,710
North Carolina;39-3031;Ushers, Lobby Attendants, and Ticket Takers;12.13;25,230
North Carolina;39-3091;Amusement and Recreation Attendants;12.07;25,110
North Carolina;39-3092;Costume Attendants;25.46;52,960
North Carolina;39-3093;Locker Room, Coatroom, and Dressing Room Attendants;16.40;34,100
North Carolina;39-3099;Entertainment Attendants and Related Workers, All Other;15.78;32,820
North Carolina;39-4011;Embalmers;26.80;55,740
North Carolina;39-4012;Crematory Operators;20.29;42,200
North Carolina;39-4021;Funeral Attendants;18.89;39,290
North Carolina;39-4031;Morticians, Undertakers, and Funeral Arrangers;26.41;54,920
North Carolina;39-5011;Barbers;19.42;40,400
North Carolina;39-5012;Hairdressers, Hairstylists, and Cosmetologists;20.74;43,130
North Carolina;39-5092;Manicurists and Pedicurists;16.56;34,440
North Carolina;39-5093;Shampooers;10.14;21,100
North Carolina;39-5094;Skincare Specialists;28.23;58,710
North Carolina;39-6011;Baggage Porters and Bellhops;13.37;27,810
North Carolina;39-6012;Concierges;16.79;34,930
North Carolina;39-7010;Tour and Travel Guides;17.54;36,490
North Carolina;39-9011;Childcare Workers;14.20;29,540
North Carolina;39-9031;Exercise Trainers and Group Fitness Instructors;23.44;48,750
North Carolina;39-9032;Recreation Workers;15.79;32,840
North Carolina;39-9041;Residential Advisors;17.30;35,980
North Carolina;39-9099;Personal Care and Service Workers, All Other;16.50;34,330
North Carolina;41-0000;Sales and Related Occupations;25.00;51,990
North Carolina;41-1011;First-Line Supervisors of Retail Sales Workers;24.74;51,450
North Carolina;41-1012;First-Line Supervisors of Non-Retail Sales Workers;53.28;110,820
North Carolina;41-2011;Cashiers;13.08;27,200
North Carolina;41-2021;Counter and Rental Clerks;19.58;40,730
North Carolina;41-2022;Parts Salespersons;18.33;38,120
North Carolina;41-2031;Retail Salespersons;16.28;33,870
North Carolina;41-3011;Advertising Sales Agents;30.69;63,840
North Carolina;41-3021;Insurance Sales Agents;36.00;74,870
North Carolina;41-3031;Securities, Commodities, and Financial Services Sales Agents;45.47;94,570
North Carolina;41-3041;Travel Agents;22.19;46,150
North Carolina;41-3091;Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel;38.03;79,100
North Carolina;41-4011;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;57.62;119,860
North Carolina;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;39.38;81,920
North Carolina;41-9011;Demonstrators and Product Promoters;15.52;32,290
North Carolina;41-9021;Real Estate Brokers;43.97;91,460
North Carolina;41-9022;Real Estate Sales Agents;25.90;53,880
North Carolina;41-9031;Sales Engineers;57.27;119,120
North Carolina;41-9041;Telemarketers;17.31;36,000
North Carolina;41-9091;Door-to-Door Sales Workers, News and Street Vendors, and Related Workers;20.51;42,650
North Carolina;41-9099;Sales and Related Workers, All Other;23.29;48,450
North Carolina;43-0000;Office and Administrative Support Occupations;21.27;44,240
North Carolina;43-1011;First-Line Supervisors of Office and Administrative Support Workers;29.86;62,100
North Carolina;43-2011;Switchboard Operators, Including Answering Service;16.95;35,250
North Carolina;43-3011;Bill and Account Collectors;21.90;45,550
North Carolina;43-3021;Billing and Posting Clerks;20.98;43,640
North Carolina;43-3031;Bookkeeping, Accounting, and Auditing Clerks;22.31;46,410
North Carolina;43-3051;Payroll and Timekeeping Clerks;24.19;50,310
North Carolina;43-3061;Procurement Clerks;21.40;44,510
North Carolina;43-3071;Tellers;19.39;40,320
North Carolina;43-3099;Financial Clerks, All Other;29.89;62,180
North Carolina;43-4011;Brokerage Clerks;26.40;54,910
North Carolina;43-4021;Correspondence Clerks;24.69;51,360
North Carolina;43-4031;Court, Municipal, and License Clerks;21.42;44,550
North Carolina;43-4041;Credit Authorizers, Checkers, and Clerks;22.29;46,360
North Carolina;43-4051;Customer Service Representatives;19.77;41,120
North Carolina;43-4061;Eligibility Interviewers, Government Programs;21.13;43,950
North Carolina;43-4071;File Clerks;18.34;38,140
North Carolina;43-4081;Hotel, Motel, and Resort Desk Clerks;13.92;28,950
North Carolina;43-4111;Interviewers, Except Eligibility and Loan;18.64;38,780
North Carolina;43-4121;Library Assistants, Clerical;14.35;29,850
North Carolina;43-4131;Loan Interviewers and Clerks;24.04;50,010
North Carolina;43-4141;New Accounts Clerks;20.93;43,530
North Carolina;43-4151;Order Clerks;19.07;39,670
North Carolina;43-4161;Human Resources Assistants, Except Payroll and Timekeeping;21.40;44,510
North Carolina;43-4171;Receptionists and Information Clerks;16.35;34,000
North Carolina;43-4181;Reservation and Transportation Ticket Agents and Travel Clerks;24.43;50,820
North Carolina;43-4199;Information and Record Clerks, All Other;18.98;39,480
North Carolina;43-5011;Cargo and Freight Agents;22.73;47,280
North Carolina;43-5021;Couriers and Messengers;16.34;33,990
North Carolina;43-5031;Public Safety Telecommunicators;20.28;42,180
North Carolina;43-5032;Dispatchers, Except Police, Fire, and Ambulance;22.64;47,080
North Carolina;43-5041;Meter Readers, Utilities;20.32;42,260
North Carolina;43-5051;Postal Service Clerks;29.66;61,690
North Carolina;43-5052;Postal Service Mail Carriers;28.44;59,160
